"gene_short_name","pval","qval"
"NR1D1",4.64999605143621e-60,6.01232673317238e-60
"C12orf75",0.000115659929016475,0.000120682555608264
"ICAM1",4.29368902675354e-13,4.70727630943196e-13
"ZFAND2A",1.15957318600155e-29,1.36281359496106e-29
"MID1IP1",4.16254825736008e-14,4.59260745231693e-14
"CDKN1A",4.20733761981115e-58,5.41569500169143e-58
"ELMSAN1",1.35097950375314e-20,1.52757813169473e-20
"MT-ND5",2.71023695513284e-97,3.78121768740307e-97
"PIM1",2.59523111324701e-147,4.05212078151384e-147
"ODF3B",2.66665165536239e-48,3.29993373660725e-48
"MORN2",6.11695173900183e-55,7.7130659682749e-55
"PSENEN",6.30086763373238e-71,8.39792065204701e-71
"WDR54",5.19851115962242e-44,6.37831511074241e-44
"LRRC23",4.86342773514257e-38,5.90851824564371e-38
"PLAU",0,0
"BBC3",1.81510985504304e-154,2.90753708261524e-154
"GSTA1",9.83207188074089e-35,1.17957589137876e-34
"CETN2",7.94748942549007e-72,1.06253143014666e-71
"INSIG1",3.21817344740397e-22,3.65797638896772e-22
"SCAF4",5.52457367139795e-28,6.45777868345842e-28
"IER5L",2.94038573503476e-102,4.15593735425665e-102
"SMAD7",1.41418349451141e-50,1.76263504719361e-50
"DFFA",5.03915155850019e-38,6.11341668738102e-38
"RACK1",0,0
"AC004086.1",0,0
"SELENOS",0,0
"ATP5F1E",0,0
"NOP53",0,0
"ATP5MG",0,0
"SELENOW",0,0
"POLR2J3.1",0,0
"ATP5ME",0,0
"MICOS10",0,0
"ATP5PF",0,0
"ELOB",0,0
"SEM1",0,0
"ATP5MPL",0,0
"SNHG32",0,0
"TCEAL9",0,0
"SELENOH",0,0
"ATP5IF1",0,0
"ATP5MF",0,0
"ATP5F1D",0,0
"ATP5MD",0,0
"ATP5MC2",0,0
"PLAAT4",0,0
"AC005840.1",7.3860285997913e-313,1.61336230778121e-312
"FAM153CP",4.94627292572815e-280,1.01147188670327e-279
"ATP5F1B",0,0
"AL031777.3",0,0
"ATP5PO",0,0
"ATP5PD",0,0
"ATP5MC3",0,0
"TRIR",0,0
"JPT1",0,0
"CSKMT",3.89679517534653e-305,8.34338570959097e-305
"CCN2",0,0
"AC087289.1",0,0
"C20orf85",0,0
"RSPH1",9.44059596026153e-200,1.67682043236678e-199
"PIFO",1.79376254854746e-138,2.75595844492638e-138
"TENT5A",0,0
"CAVIN2",0,0
"CCN1",0,0
"TCIM",0,0
"SINHCAF",0,0
"SELENOM",0,0
"AOPEP",0,0
"CAVIN1",0,0
"HIST2H2BE",0,0
"HIST1H2BJ",1.01283457397456e-321,2.24305803211926e-321
"TMEM190",0,0
"C9orf116",2.65397435990566e-118,3.84537323503918e-118
"C9orf24",0,0
"C1orf194",2.24770489871438e-261,4.4288490601092e-261
"SAA2",0,0
"C5orf49",2.24192290427767e-164,3.6938348803813e-164
"DNAAF1",5.27956167901657e-150,8.33361469406813e-150
"KIF9",1.43781938871829e-80,1.94634392995512e-80
"HIST3H2A",1.23087353486142e-97,1.7228246078562e-97
"MRPS31",7.90482980548428e-49,9.81015463664835e-49
"FST",4.39164683281697e-05,4.59343955306733e-05
"FBXO32",0.0246072071269749,0.0252793754926761
"PRSS23",8.87080256802498e-31,1.04540112007379e-30
"EGR2",1.49304672492107e-11,1.62860708329978e-11
"FOSB",0.275328265286885,0.278223071814434
"GBP1",0.0584097339769023,0.0597922128875982
"EGR1",0.201936860695696,0.204777707505014
"FOS",1.9243798503017e-07,2.03246467705857e-07
"BTG2",8.34770388778238e-21,9.45126160069602e-21
"KLF4",5.30299799130123e-10,5.71244490968315e-10
"JUNB",0.923256430220418,0.924325014051691
"INTS6",0.693371568102795,0.696592806514423
"CEBPD",0.00081116668465071,0.000841317964296
"NR4A1",1.05481982815987e-18,1.18650084701987e-18
"MT1E",1.56916370605058e-39,1.91712797420021e-39
"IGFBP6",6.761423835258e-12,7.3939717035375e-12
"ZFP36",0.000297911113665427,0.000310100016029596
"MYC",5.31274108523131e-27,6.16848461573837e-27
"ID3",3.77240005574109e-21,4.28231764857749e-21
"NDRG1",0.0880663930792986,0.0898318750160299
"WDR60",0.275020573671218,0.278223071814434
"ASPSCR1",0.00388995836635465,0.00401529115381476
"DST",1.44991626544415e-60,1.8831495039177e-60
"WIF1",0.000603151961768098,0.000626322265221374
"JUN",2.06765911139942e-265,4.10212186091858e-265
"DUSP1",2.71326978949168e-61,3.53460597576853e-61
"ID4",1.24708026113967e-36,1.5087054907494e-36
"ATF3",0,0
"VMP1",1.3199814165503e-24,1.51430228821752e-24
"DNAJB1",0,0
"HSPA1B",0,0
"SLC25A37",4.52552729196213e-53,5.68979812143494e-53
"ZFP36L1",0,0
"IER2",6.61067756068543e-194,1.15753767003905e-193
"HSPA2",0.00364503928309718,0.00377148203334816
"RND3",3.45855256254469e-211,6.23259993041908e-211
"KLF2",3.18450485533184e-51,3.98639175088573e-51
"DUSP6",4.19564343444239e-157,6.7583455694463e-157
"MCM7",1.64642475282252e-09,1.77134006367099e-09
"HNRNPH1",2.44838837480414e-31,2.89324582541747e-31
"OPA3",3.93263430478011e-14,4.34448106466768e-14
"NFKBIZ",1.45158045710583e-11,1.58537512045018e-11
"DAPL1",8.74240958193787e-51,1.09122428403698e-50
"BHLHE40",3.2905356525723e-83,4.47533543942616e-83
"VASP",6.69810144101557e-47,8.26513230596073e-47
"ANKRD37",8.02685553835393e-23,9.14786566623999e-23
"MTRNR2L12",3.0457401834196e-10,3.28499408810219e-10
"MTRNR2L1",2.89417196708175e-29,3.39222053052264e-29
"CYP26A1",1.93414868795187e-83,2.63470648043837e-83
"IGFBP2",0,0
"EFNB2",1.15576553511417e-52,1.45099736991837e-52
"CH25H",2.32274816665462e-36,2.80219967106868e-36
"RDH11",1.67670445971452e-34,2.00324496913406e-34
"CP",1.71109195689051e-29,2.00826939309402e-29
"CD55",6.92355011291278e-38,8.38777429645596e-38
"CXCL6",2.36480901983459e-144,3.67906439236856e-144
"F3",0,0
"PPM1N",3.99404066333215e-61,5.19525590042452e-61
"NEDD9",0,0
"CNKSR3",3.30266985086459e-60,4.27666080987706e-60
"CXCL2",0,0
"EZR",0,0
"PTCD3",0.000586796852521676,0.00061007124691256
"CYP24A1",6.85470218357488e-247,1.31762608639828e-246
"KRT13",3.2778710050605e-232,6.15045210277079e-232
"CXCL1",0,0
"SDC4",0,0
"IRX2",5.16353482766684e-299,1.09472000635584e-298
"DNAJA4",0,0
"MMP13",8.2138617721848e-262,1.62214393446115e-261
"PGM2L1",1.12639220102645e-169,1.90298682399976e-169
"HES1",0,0
"PLK2",1.77970721225102e-112,2.54875287847208e-112
"BAIAP2",0,0
"DUSP5",8.24531373579206e-133,1.23822853844794e-132
"GPRC5A",0,0
"SOX9",2.59700163872222e-254,5.05947391327639e-254
"SOX4",0,0
"RASD1",1.11931313760464e-278,2.27813144477181e-278
"RNF39",6.83913039585644e-166,1.13547942272856e-165
"PLCH2",9.68539457695955e-135,1.46980110685439e-134
"RHOB",0,0
"ADIRF",0,0
"TRIB1",0,0
"LDLR",0,0
"LGALS7",4.24810649271824e-166,7.08017748786374e-166
"SERPINB4",2.92069470374561e-180,5.00277409651476e-180
"USP31",4.55054115618117e-56,5.77158079193067e-56
"HBEGF",0,0
"LAMC2",0,0
"COL7A1",1.41640432344586e-133,2.14194010451166e-133
"AVPI1",0,0
"KLF5",0,0
"KLK10",9.2684154045112e-128,1.37989317123962e-127
"ERRFI1",0,0
"TNFRSF12A",0,0
"ID1",0,0
"TOB1",1.20595210686367e-230,2.24333026330554e-230
"SLPI",0,0
"TACSTD2",0,0
"SCGB1A1",0,0
"KRT8",0,0
"TINAGL1",0,0
"JUND",1.31966654169955e-298,2.78417453309782e-298
"SOX2",0,0
"SYT8",0,0
"S100A14",0,0
"CXCL17",0,0
"KRT7",0,0
"HEXIM1",3.15916781932855e-28,3.69780806998538e-28
"PMAIP1",0,0
"OFD1",1.00889860821031e-23,1.15283658666039e-23
"CYB5A",0,0
"AQP5",0,0
"AQP3",0,0
"HCAR2",0,0
"EFNA1",0,0
"SLC5A3",3.12045427693201e-135,4.75210026328555e-135
"MSMB",2.38881249974051e-57,3.05669055070346e-57
"CYP4B1",0,0
"NCOA7",0,0
"CD24",0,0
"KRT14",0,0
"FXYD3",0,0
"HOPX",3.8599950968084e-111,5.51883596485829e-111
"KRT5",0,0
"KRT15",0,0
"ATP1B1",0,0
"HMGB3",0,0
"KRT17",0,0
"KLF6",2.79237607717534e-295,5.87689855658558e-295
"ALDH3A1",0,0
"LGALS7B",0,0
"CTNNB1",1.67631454296452e-152,2.66546338173586e-152
"SLC34A2",1.67216609314681e-258,3.27987226887072e-258
"SPINK5",5.46235053927418e-139,8.4223408493265e-139
"BCAM",0,0
"KLK11",0,0
"MMP10",0,0
"NFATC1",6.38673430004681e-15,7.07365578686362e-15
"HMGA1",0,0
"TLE3",5.7430120245853e-101,8.09072540922847e-101
"NKX2-1",0,0
"KRT19",0,0
"S100A2",0,0
"KRT18",0,0
"DUSP2",1.54603874140447e-239,2.95214903160015e-239
"HIST1H4C",3.9698464423675e-103,5.62015903870358e-103
"SFTPB",0,0
"TFF3",3.17314847702259e-89,4.33613496465172e-89
"C8orf4",4.9209252199864e-274,9.85324147057462e-274
"KCNQ1OT1",1.75688647154482e-137,2.68974654493145e-137
"CYR61",1.31557057574868e-244,2.52321185814325e-244
"PTPRS",3.59931143033989e-32,4.27665437808243e-32
"CTGF",0,0
"MT1X",7.41424347066602e-127,1.10005499178835e-126
"MTRNR2L8",1.84561050520745e-10,1.9980639386789e-10
"NEAT1",9.44626266921684e-174,1.61164047512279e-173
"XIST",1.86957913966557e-82,2.53875346281117e-82
"MALAT1",0,0
"CTD-3252C9.4",3.72036270682308e-17,4.1577696917338e-17
"GPX1",2.75326908382178e-304,5.86595506774837e-304
"PLA2G16",2.46873240663768e-49,3.0681803616977e-49
"GADD45B",7.02361641850025e-09,7.5190943094093e-09
"HSPA5",0.398311715286739,0.401561344665535
