"gene_short_name","pval","qval"
"DST",1.41306206250547e-210,5.99166021601584e-210
"ANXA1",1.1656934418392e-209,4.91865769361418e-209
"ELF1",2.48976115102533e-209,1.04545795904704e-208
"CRYAB",1.45618184321318e-207,6.08501108395847e-207
"C1QB",7.61748220085363e-207,3.16784716525884e-206
"SERPINE2",1.13133720644808e-205,4.68232862955782e-205
"ADRB2",6.60756773408214e-205,2.72168861427669e-204
"SPRY1",1.32627676531925e-204,5.43710617062159e-204
"SERPINE1",1.26743678442178e-203,5.17138121945679e-203
"GMFG",2.38496750400302e-202,9.68543141297003e-202
"IL32",5.34704382957966e-202,2.16130509933944e-201
"ANKRD28",2.05711511432445e-198,8.27630034367744e-198
"PENK",7.86379709990838e-197,3.14915948676887e-196
"PPP1R14A",1.81570155574338e-196,7.23770435814756e-196
"CXCR4",2.81700313132136e-195,1.11775582962981e-194
"BCL2A1",8.05516432979276e-195,3.18160600240673e-194
"IL1RL1",8.84372056956456e-195,3.47719013303334e-194
"FTL",2.80126658690326e-194,1.09642334736259e-193
"FBLN5",1.15324355432405e-193,4.49349402923559e-193
"RGS10",2.19844587424982e-193,8.52760395168652e-193
"TNC",3.50107716870583e-193,1.35197846023685e-192
"B2M",5.43072918856608e-193,2.08781366582652e-192
"CD83",1.54848330125227e-190,5.9267170601027e-190
"FABP5",1.59962063428606e-189,6.09547069893148e-189
"SLC16A3",3.19143081128858e-189,1.2107840577915e-188
"SYTL3",4.64426541878134e-188,1.75427492892832e-187
"VPS37B",1.84811396631802e-185,6.95051556897863e-185
"CPE",3.19413378476982e-184,1.19607174191597e-183
"TIMP2",1.3208711946323e-183,4.92479992826266e-183
"ABI3BP",3.92495611386624e-181,1.45711890064133e-180
"MYLK",1.83832438409286e-180,6.79551535145439e-180
"MFAP5",4.13908174522759e-178,1.52353434451994e-177
"PDK4",6.64516559610802e-178,2.43562213586163e-177
"CRISPLD2",1.69645038492557e-177,6.19168600405326e-177
"MFGE8",1.91172035756159e-176,6.94805928273434e-176
"FOS",7.81604372832722e-176,2.82881917364144e-175
"SCN7A",6.80732550535225e-173,2.45347356755404e-172
"TSC22D3",1.99243694410362e-172,7.1512778284217e-172
"TNXB",3.43899484254011e-171,1.22922749537074e-170
"MT1A",4.42316349797369e-170,1.57450058672726e-169
"ABRACL",9.80938415369098e-170,3.4775070872716e-169
"RASSF5",1.4457462948761e-169,5.1043695717054e-169
"MAP1B",3.08226635695037e-169,1.08380504014718e-168
"HLA-DRA",7.44166196566846e-169,2.60608809728875e-168
"SLC26A2",8.84720113277134e-167,3.08581813703516e-166
"RP11-354E11.2",2.76149112815146e-166,9.59313183072695e-166
"GADD45A",3.26805658419962e-166,1.13074757813307e-165
"PRSS23",1.80627829903439e-165,6.22482362017827e-165
"SRPX",1.24658239708142e-164,4.2789435455374e-164
"ABCA8",3.22969102845766e-164,1.10422242672564e-163
"HDC",2.00846493475503e-162,6.83985105733505e-162
"QSOX1",5.52165631408715e-162,1.87303243595505e-161
"STXBP6",3.41632783210862e-161,1.15434514639608e-160
"CEBPB",6.50230528408603e-161,2.18851909367098e-160
"ZNF106",2.52643250803998e-160,8.47040356377746e-160
"ECM1",2.64014505902607e-160,8.81747288053108e-160
"FXYD1",1.20659649952979e-159,4.01425373882027e-159
"CTNNBL1",3.00696362595877e-159,9.96560741936526e-159
"PLAUR",1.61976285588464e-158,5.34769034480997e-158
"MMP14",8.70625625143963e-158,2.86346450855334e-157
"GATA2",1.05664293300804e-156,3.46210657974224e-156
"ZNF331",1.71108520402138e-156,5.58524038293771e-156
"TSEN54",4.35529330902653e-156,1.41628898958945e-155
"PLTP",2.17763102186013e-155,7.05487203711242e-155
"CDC42EP3",5.24671968243484e-152,1.69343750944259e-151
"WISP2",9.83658408609249e-152,3.16306514292565e-151
"RHOB",1.27081597236967e-150,4.07131783740654e-150
"HCST",9.85928568438099e-149,3.14696757084486e-148
"ALOX5",3.22694017731092e-147,1.02621443138748e-146
"SDCBP",4.68947929184289e-147,1.48586065474143e-146
"LMCD1",2.32647985957534e-146,7.34454408223602e-146
"STX11",1.13327558030702e-145,3.56466682532936e-145
"ADAMTS1",2.3682011506496e-145,7.42207969315907e-145
"LEPR",8.25034479776555e-145,2.57637120941054e-144
"PRG4",3.37573967349199e-144,1.05036504229157e-143
"ITIH5",2.45344353234473e-143,7.60655432071035e-143
"GPR183",1.17150950038984e-142,3.61912756370432e-142
"LCP1",2.53147292091208e-142,7.79261237220268e-142
"GNG11",2.51455997329831e-140,7.71310062731574e-140
"FBP1",4.75635932489091e-140,1.45379887492249e-139
"PLPP1",1.00433895331637e-139,3.05899012189668e-139
"MAMDC2",1.10734691653852e-139,3.36089502738884e-139
"MFAP2",1.11366064979605e-139,3.36823937787967e-139
"DUSP10",1.50102475341787e-139,4.52399446587616e-139
"LBH",1.00345926197955e-138,3.01386201948718e-138
"ID1",8.86986620269652e-138,2.65482154509775e-137
"TNFAIP8",3.25154546290301e-137,9.6985752600383e-137
"S100A9",9.95380962752337e-136,2.95877846316416e-135
"LYZ",1.13529407371396e-135,3.36311429370745e-135
"FBXO32",1.54677651169591e-135,4.56642212497257e-135
"MAFB",3.22742509095362e-134,9.49565545467647e-134
"IGKC",3.44676191257402e-134,1.01066069639882e-133
"G0S2",3.64450597021524e-134,1.06503299467439e-133
"ARHGAP18",1.00359026095812e-133,2.92291439639318e-133
"ITGBL1",1.56712634290395e-133,4.54887344500642e-133
"AP1S2",1.88209281424567e-133,5.44485044923915e-133
"PRKX",1.14113525085628e-132,3.29027330663562e-132
"LEO1",2.63581948068729e-132,7.57469717871929e-132
"THBS2",3.45076581600432e-131,9.88381599617131e-131
"PLEKHH2",3.14588524589645e-130,8.98082751716314e-130
"STK4",5.92679320877336e-130,1.68640662025952e-129
"CD53",9.99226045798201e-130,2.83387058890309e-129
"THBS1",2.49638649140052e-129,7.05677880739035e-129
"TPM1",3.93658792615151e-129,1.10916891078862e-128
"C1QA",1.2364089876449e-127,3.4723823841326e-127
"ID2",4.56594246193037e-127,1.27816835908407e-126
"APCDD1",2.1973749187148e-126,6.13138485383323e-126
"DUSP2",5.49788021340635e-126,1.52915317832685e-125
"TNFSF13B",5.79410259056979e-126,1.6063778015522e-125
"HSD11B1",6.71967237230775e-126,1.85703405816173e-125
"PIM2",3.86214222251689e-125,1.06393408359144e-124
"MLPH",4.63940513425594e-125,1.27399537813695e-124
"DNAJB1",3.8665492717225e-124,1.05840668355695e-123
"KDELR3",2.34878548347742e-122,6.40914650854249e-122
"MYH10",4.04881288787827e-122,1.10132803396689e-121
"FIBIN",1.58558615434748e-121,4.29947342793282e-121
"BMP5",6.33861229786594e-121,1.71340613676689e-120
"TPST2",2.83756756689895e-120,7.64640481422925e-120
"CSTB",3.75604414311817e-120,1.00899943596187e-119
"GALC",4.98701890237222e-120,1.33553292586748e-119
"TNFAIP6",2.57380839763286e-119,6.87143291343342e-119
"RNF130",4.89452772376329e-119,1.30269737878623e-118
"DBI",3.79089246595656e-118,1.00586563897314e-117
"SCARA5",1.14062935638377e-117,3.01726114150447e-117
"BTK",1.42224976042381e-117,3.75075013038596e-117
"CD74",4.73431526244821e-117,1.24473638359201e-116
"ABL2",1.55610675267824e-116,4.07888588202024e-116
"NR4A1",6.16415793376461e-116,1.61087510957897e-115
"SDPR",1.04932023085264e-115,2.73392168580583e-115
"SLIT3",1.80012848157656e-115,4.67600941911028e-115
"ACOT7",2.7488261666998e-115,7.11896597064468e-115
"LAMA4",1.87455057342306e-114,4.84025745077894e-114
"SMYD3",4.56647831646187e-114,1.17559635230343e-113
"GDF15",1.7286994838607e-113,4.43716633097777e-113
"MIIP",1.0563642793875e-112,2.7034174605627e-112
"LRRC17",1.23545154631486e-112,3.15240586301581e-112
"TMEM45A",2.62040729075333e-112,6.66662443088714e-112
"LAT2",4.74781115057864e-112,1.2043567874635e-111
"AKR1C1",1.77905365970365e-111,4.49965326211595e-111
"CSF1",8.43348402634241e-111,2.12681156932542e-110
"ALAS1",4.70018407071972e-110,1.18187768057342e-109
"PTN",5.4698597756987e-109,1.3714286104288e-108
"TNFRSF18",9.85728072545148e-109,2.46432018136287e-108
"PTTG1",1.36843042140692e-108,3.41121704471754e-108
"UBC",1.77640618925744e-108,4.41549239571173e-108
"GUCY1A3",3.56427024700096e-108,8.83407955202244e-108
"BAG3",2.26936565579144e-107,5.60857512074169e-107
"SMIM1",3.52111545235194e-107,8.67739278143713e-107
"IL6",3.94040196560699e-107,9.68309005752855e-107
"PHF20",6.89501500049389e-107,1.68957166442697e-106
"DIO2",1.07290053523227e-106,2.62163548863252e-106
"ACSL4",1.47889719837997e-106,3.60351007492585e-106
