gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
CABCOCO1	Ciliated cell_IPF	0	4.80903155253313	0	0.504	0.024
ARMC3	Ciliated cell_IPF	0	4.75768063057856	0	0.598	0.032
ERICH3	Ciliated cell_IPF	0	4.72704737807622	0	0.679	0.042
C6	Ciliated cell_IPF	0	4.70905912663222	0	0.397	0.021
VWA3B	Ciliated cell_IPF	0	4.69502074513317	0	0.445	0.025
LRRC10B	Ciliated cell_IPF	0	4.68901581702582	0	0.51	0.03
CCDC170	Ciliated cell_IPF	0	4.68407034433478	0	0.812	0.065
SRD5A2	Ciliated cell_IPF	0	4.68208198971867	0	0.327	0.018
C7orf57	Ciliated cell_IPF	0	4.66874576469703	0	0.514	0.029
ENKUR	Ciliated cell_IPF	0	4.66474599044584	0	0.758	0.047
CCDC113	Ciliated cell_IPF	0	4.65257481693298	0	0.539	0.034
STOML3	Ciliated cell_IPF	0	4.63702901199579	0	0.653	0.037
ANKRD66	Ciliated cell_IPF	0	4.63216899573904	0	0.563	0.031
APOBEC4	Ciliated cell_IPF	0	4.61826647546904	0	0.282	0.015
LDLRAD1	Ciliated cell_IPF	0	4.60872889756203	0	0.802	0.059
CATSPERD	Ciliated cell_IPF	0	4.60656504316518	0	0.751	0.049
DCDC2B	Ciliated cell_IPF	0	4.60454551598156	0	0.613	0.035
CFAP57	Ciliated cell_IPF	0	4.60059013005529	0	0.358	0.021
SMIM41	Ciliated cell_IPF	0	4.59567085582234	0	0.32	0.014
WDR78	Ciliated cell_IPF	0	4.59233172686978	0	0.572	0.034
CFAP77	Ciliated cell_IPF	0	4.58044367059027	0	0.551	0.031
RSPH4A	Ciliated cell_IPF	0	4.571340913	0	0.577	0.032
C11orf97	Ciliated cell_IPF	0	4.56238719199397	0	0.789	0.05
WDR38	Ciliated cell_IPF	0	4.55058928945057	0	0.836	0.066
TSPAN19	Ciliated cell_IPF	0	4.54501853043303	0	0.799	0.061
DRC1	Ciliated cell_IPF	0	4.54351375769322	0	0.556	0.033
CCDC74B	Ciliated cell_IPF	0	4.54212609675735	0	0.623	0.035
DNAH10	Ciliated cell_IPF	0	4.54018800596337	0	0.42	0.025
CCDC39	Ciliated cell_IPF	0	4.53010897838388	0	0.475	0.027
SNTN	Ciliated cell_IPF	0	4.5265412914073	0	0.939	0.091
RIPOR2	Ciliated cell_IPF	0	4.50292733774503	0	0.315	0.015
TRIP13	Ciliated cell_IPF	0	4.49986709207118	0	0.576	0.046
FABP6	Ciliated cell_IPF	0	4.49807506669282	0	0.627	0.053
AK7	Ciliated cell_IPF	0	4.49597527737501	0	0.407	0.026
TMEM232	Ciliated cell_IPF	0	4.4953235491856	0	0.426	0.025
TUBA4B	Ciliated cell_IPF	0	4.49069884057973	0	0.815	0.057
DNAAF3	Ciliated cell_IPF	0	4.48882106497305	0	0.672	0.043
CFAP206	Ciliated cell_IPF	0	4.48867217696207	0	0.331	0.017
CFAP73	Ciliated cell_IPF	0	4.48779810776395	0	0.802	0.061
CCDC173	Ciliated cell_IPF	0	4.48663324732997	0	0.538	0.034
DNAH9	Ciliated cell_IPF	0	4.48380168003224	0	0.6	0.037
CCL15	Ciliated cell_IPF	0	4.48028785669371	0	0.48	0.027
CFAP300	Ciliated cell_IPF	0	4.47758582984879	0	0.542	0.034
EFCAB10	Ciliated cell_IPF	0	4.47663440596556	0	0.625	0.038
CFAP53	Ciliated cell_IPF	0	4.47607626046292	0	0.809	0.058
TTC29	Ciliated cell_IPF	0	4.47450388237718	0	0.387	0.022
FRMPD2	Ciliated cell_IPF	0	4.46376845881144	0	0.292	0.018
SPEF1	Ciliated cell_IPF	0	4.46355760507423	0	0.721	0.049
DYNLRB2	Ciliated cell_IPF	0	4.45878508004493	0	0.937	0.099
LKAAEAR1	Ciliated cell_IPF	0	4.45866242656215	0	0.568	0.039
CCDC33	Ciliated cell_IPF	0	4.45677088117223	0	0.457	0.028
HYDIN	Ciliated cell_IPF	0	4.4560739470232	0	0.584	0.041
ROPN1L	Ciliated cell_IPF	0	4.45347516670523	0	0.86	0.068
C16orf71	Ciliated cell_IPF	0	4.45072577418491	0	0.372	0.023
SPAG6	Ciliated cell_IPF	0	4.45009931540596	0	0.752	0.058
CFAP126	Ciliated cell_IPF	0	4.44781602148312	0	0.885	0.068
LRRC71	Ciliated cell_IPF	0	4.44777795052309	0	0.456	0.025
C1orf87	Ciliated cell_IPF	0	4.44385219770884	0	0.378	0.02
ARMC4	Ciliated cell_IPF	0	4.43730900227454	0	0.406	0.024
MAP3K19	Ciliated cell_IPF	0	4.43270362193352	0	0.358	0.022
CFAP43	Ciliated cell_IPF	0	4.4324857087384	0	0.617	0.04
CAPSL	Ciliated cell_IPF	0	4.43096536941237	0	0.923	0.094
FAM166B	Ciliated cell_IPF	0	4.42962094323353	0	0.76	0.05
NEK5	Ciliated cell_IPF	0	4.42730800048581	0	0.569	0.038
DYDC2	Ciliated cell_IPF	0	4.42571274362208	0	0.698	0.045
FAM81B	Ciliated cell_IPF	0	4.4256550772858	0	0.704	0.046
DNAH12	Ciliated cell_IPF	0	4.42363710338526	0	0.647	0.041
SPATA4	Ciliated cell_IPF	0	4.4234421623874	0	0.322	0.018
ZBBX	Ciliated cell_IPF	0	4.42275035882007	0	0.533	0.032
PPP1R32	Ciliated cell_IPF	0	4.42192239783092	0	0.431	0.03
C6orf118	Ciliated cell_IPF	0	4.41954357377929	0	0.636	0.039
ZMYND10	Ciliated cell_IPF	0	4.41447053648339	0	0.924	0.095
WDR93	Ciliated cell_IPF	0	4.41418814948459	0	0.304	0.017
C22orf23	Ciliated cell_IPF	0	4.41250060415956	0	0.335	0.019
C2orf40	Ciliated cell_IPF	0	4.41226899779272	0	0.839	0.098
SAXO2	Ciliated cell_IPF	0	4.41134250839621	0	0.657	0.045
CACNG6	Ciliated cell_IPF	0	4.41083087792933	0	0.271	0.016
FAM216B	Ciliated cell_IPF	0	4.41051834728313	0	0.792	0.061
DCDC1	Ciliated cell_IPF	0	4.40282718595489	0	0.273	0.016
CCDC146	Ciliated cell_IPF	0	4.40139908828259	0	0.825	0.073
C2orf73	Ciliated cell_IPF	0	4.39859992199918	0	0.357	0.02
FAM92B	Ciliated cell_IPF	0	4.39460209781028	0	0.911	0.086
C22orf15	Ciliated cell_IPF	0	4.39349480960285	0	0.694	0.048
DAW1	Ciliated cell_IPF	0	4.39236781866724	0	0.507	0.031
RSPH14	Ciliated cell_IPF	0	4.38972389960274	0	0.371	0.022
EPPIN	Ciliated cell_IPF	0	4.38825467512192	0	0.296	0.019
TEKT2	Ciliated cell_IPF	0	4.38739551129899	0	0.744	0.053
DNER	Ciliated cell_IPF	0	4.38365988615367	0	0.264	0.018
ALOX15	Ciliated cell_IPF	0	4.37793994703248	0	0.513	0.042
RIIAD1	Ciliated cell_IPF	0	4.37483997352893	0	0.692	0.045
CFAP52	Ciliated cell_IPF	0	4.37460692318009	0	0.641	0.043
CCDC181	Ciliated cell_IPF	0	4.3737518672357	0	0.508	0.034
NHLRC4	Ciliated cell_IPF	0	4.37295321904375	0	0.398	0.025
CRISP2	Ciliated cell_IPF	0	4.37079625484052	0	0.363	0.025
PPIL6	Ciliated cell_IPF	0	4.36908394648226	0	0.689	0.056
DNAI2	Ciliated cell_IPF	0	4.36773289205726	0	0.498	0.032
TEKT1	Ciliated cell_IPF	0	4.36694207249995	0	0.796	0.062
CTXN1	Ciliated cell_IPF	0	4.36634697016938	0	0.561	0.041
CCDC78	Ciliated cell_IPF	0	4.3648360330739	0	0.924	0.089
TTC25	Ciliated cell_IPF	0	4.36188961707966	0	0.469	0.029
PACRG	Ciliated cell_IPF	0	4.36181013200117	0	0.621	0.042
LRRC73	Ciliated cell_IPF	0	4.35931357368587	0	0.352	0.023
CCDC65	Ciliated cell_IPF	0	4.35286354502935	0	0.443	0.026
RSPH9	Ciliated cell_IPF	0	4.35210145499081	0	0.798	0.065
SPACA9	Ciliated cell_IPF	0	4.34788737365088	0	0.495	0.034
EFCAB1	Ciliated cell_IPF	0	4.34566281002219	0	0.87	0.079
C1orf189	Ciliated cell_IPF	0	4.34560836796307	0	0.391	0.026
FOXJ1	Ciliated cell_IPF	0	4.34102633367698	0	0.899	0.092
FBXO15	Ciliated cell_IPF	0	4.34070370301969	0	0.407	0.029
DRC7	Ciliated cell_IPF	0	4.34020986622954	0	0.268	0.017
RGS22	Ciliated cell_IPF	0	4.33659835142097	0	0.447	0.031
SMIM6	Ciliated cell_IPF	0	4.3301711927615	0	0.416	0.032
AK8	Ciliated cell_IPF	0	4.33004026176357	0	0.309	0.022
UBXN10	Ciliated cell_IPF	0	4.3294552977475	0	0.562	0.044
C11orf16	Ciliated cell_IPF	0	4.3276645941175	0	0.416	0.025
MORN5	Ciliated cell_IPF	0	4.32713305492639	0	0.907	0.089
C9orf135	Ciliated cell_IPF	0	4.32591484540391	0	0.767	0.058
ADGB	Ciliated cell_IPF	0	4.32341777026438	0	0.308	0.017
DNAH7	Ciliated cell_IPF	0	4.32238653909631	0	0.442	0.032
TMEM231	Ciliated cell_IPF	0	4.32006279825016	0	0.665	0.054
CFAP45	Ciliated cell_IPF	0	4.31862364025147	0	0.65	0.045
SPAG17	Ciliated cell_IPF	0	4.31860479439429	0	0.593	0.035
PPP1R42	Ciliated cell_IPF	0	4.31751228998078	0	0.512	0.029
10-Mar	Ciliated cell_IPF	0	4.31710529920722	0	0.339	0.022
RIBC1	Ciliated cell_IPF	0	4.31631146020656	0	0.511	0.037
NELL2	Ciliated cell_IPF	0	4.31453447441548	0	0.337	0.023
LRRC46	Ciliated cell_IPF	0	4.31378089682793	0	0.855	0.076
CCNA1	Ciliated cell_IPF	0	4.31352489160294	0	0.376	0.026
CFAP299	Ciliated cell_IPF	0	4.31130210374023	0	0.31	0.014
CD164L2	Ciliated cell_IPF	0	4.31063417810167	0	0.778	0.069
CFAP74	Ciliated cell_IPF	0	4.30836781683242	0	0.359	0.023
TTLL10	Ciliated cell_IPF	0	4.3075785632355	0	0.463	0.031
C1orf158	Ciliated cell_IPF	0	4.30734428921892	0	0.42	0.024
CDHR3	Ciliated cell_IPF	0	4.30406391921908	0	0.826	0.072
GON7	Ciliated cell_IPF	0	4.3028507664584	0	0.561	0.046
AKAP14	Ciliated cell_IPF	0	4.30007913984691	0	0.643	0.043
C11orf88	Ciliated cell_IPF	0	4.29619970954931	0	0.917	0.09
TCTEX1D4	Ciliated cell_IPF	0	4.29162788757582	0	0.622	0.046
STMND1	Ciliated cell_IPF	0	4.28925950589329	0	0.709	0.053
TEKT4	Ciliated cell_IPF	0	4.28561344673576	0	0.42	0.027
LRRIQ1	Ciliated cell_IPF	0	4.28304039270033	0	0.915	0.074
SPATA17	Ciliated cell_IPF	0	4.28006751120655	0	0.456	0.028
CDHR4	Ciliated cell_IPF	0	4.27984706522583	0	0.655	0.043
PRR29	Ciliated cell_IPF	0	4.27742257030498	0	0.666	0.049
SPATA18	Ciliated cell_IPF	0	4.27536954188866	0	0.664	0.062
NWD1	Ciliated cell_IPF	0	4.27140387153581	0	0.272	0.021
WDR63	Ciliated cell_IPF	0	4.25631183792695	0	0.334	0.02
RIBC2	Ciliated cell_IPF	0	4.25563692759487	0	0.297	0.019
CFAP221	Ciliated cell_IPF	0	4.25563110405754	0	0.483	0.035
SLC22A4	Ciliated cell_IPF	0	4.25346315018064	0	0.388	0.034
PIH1D3	Ciliated cell_IPF	0	4.24967617674578	0	0.441	0.024
FGF14	Ciliated cell_IPF	0	4.24897172240712	0	0.394	0.029
MNS1	Ciliated cell_IPF	0	4.24547107354791	0	0.687	0.054
KIF19	Ciliated cell_IPF	0	4.24449049573948	0	0.438	0.03
CCDC74A	Ciliated cell_IPF	0	4.24379978947103	0	0.643	0.057
EFHB	Ciliated cell_IPF	0	4.24173224741185	0	0.336	0.021
STOX1	Ciliated cell_IPF	0	4.24014617549645	0	0.343	0.027
DNAH5	Ciliated cell_IPF	0	4.22916614555885	0	0.601	0.057
MEIG1	Ciliated cell_IPF	0	4.22788056350836	0	0.297	0.02
OSCP1	Ciliated cell_IPF	0	4.22536236253635	0	0.673	0.064
FAM227A	Ciliated cell_IPF	0	4.22342445066487	0	0.381	0.029
GRIN3B	Ciliated cell_IPF	0	4.22004204838005	0	0.325	0.022
LRRC34	Ciliated cell_IPF	0	4.21566837336999	0	0.436	0.032
C21orf58	Ciliated cell_IPF	0	4.2116395426311	0	0.756	0.061
DNAAF1	Ciliated cell_IPF	0	4.21089567229586	0	0.941	0.088
AC007906.2	Ciliated cell_IPF	0	4.20961543058646	0	0.629	0.069
LCA5L	Ciliated cell_IPF	0	4.20955519330932	0	0.277	0.02
MAATS1	Ciliated cell_IPF	0	4.20687095342645	0	0.416	0.029
KCNRG	Ciliated cell_IPF	0	4.2068280975337	0	0.396	0.024
LRTOMT	Ciliated cell_IPF	0	4.20322637759921	0	0.662	0.06
CCDC180	Ciliated cell_IPF	0	4.20202586373595	0	0.298	0.021
BBOF1	Ciliated cell_IPF	0	4.1924363652539	0	0.616	0.049
C10orf95	Ciliated cell_IPF	0	4.19081615304043	0	0.363	0.026
RAB36	Ciliated cell_IPF	0	4.18967388630033	0	0.431	0.034
CATIP	Ciliated cell_IPF	0	4.18718565074044	0	0.387	0.028
MAP6	Ciliated cell_IPF	0	4.16925119205246	0	0.347	0.029
MORN3	Ciliated cell_IPF	0	4.16808080952709	0	0.443	0.032
GPR162	Ciliated cell_IPF	0	4.15941442213675	0	0.596	0.049
SPEF2	Ciliated cell_IPF	0	4.15596589368117	0	0.53	0.041
KNDC1	Ciliated cell_IPF	0	4.15051410468335	0	0.259	0.018
CCDC151	Ciliated cell_IPF	0	4.14731953643617	0	0.414	0.031
DRC3	Ciliated cell_IPF	0	4.14484473828862	0	0.744	0.059
LRRC6	Ciliated cell_IPF	0	4.14086777422217	0	0.491	0.041
SPAG8	Ciliated cell_IPF	0	4.13771924899686	0	0.591	0.044
ZMYND12	Ciliated cell_IPF	0	4.12867328660806	0	0.255	0.018
DNAH3	Ciliated cell_IPF	0	4.12272025016575	0	0.265	0.019
DNAH6	Ciliated cell_IPF	0	4.12023791402017	0	0.399	0.028
DNAJB13	Ciliated cell_IPF	0	4.11697730393041	0	0.432	0.031
CASC1	Ciliated cell_IPF	0	4.11379637100032	0	0.351	0.021
EFHC2	Ciliated cell_IPF	0	4.11322361237666	0	0.278	0.021
CCDC17	Ciliated cell_IPF	0	4.10818484420807	0	0.784	0.07
PIH1D2	Ciliated cell_IPF	0	4.10761769101469	0	0.365	0.027
DNAI1	Ciliated cell_IPF	0	4.10594436543996	0	0.475	0.033
CCDC153	Ciliated cell_IPF	0	4.10296102464583	0	0.776	0.072
C6orf52	Ciliated cell_IPF	0	4.1015250239405	0	0.256	0.017
SCGB2A1	Ciliated cell_IPF	0	4.10073002957968	0	0.554	0.044
TTLL9	Ciliated cell_IPF	0	4.08329907290309	0	0.284	0.02
IQCD	Ciliated cell_IPF	0	4.08237242750532	0	0.547	0.044
FANK1	Ciliated cell_IPF	0	4.07769509629605	0	0.657	0.057
MDH1B	Ciliated cell_IPF	0	4.07711678015498	0	0.435	0.031
DNAH11	Ciliated cell_IPF	0	4.07650362515048	0	0.381	0.031
C4orf47	Ciliated cell_IPF	0	4.07451282260552	0	0.434	0.031
CCDC96	Ciliated cell_IPF	0	4.07308846746835	0	0.345	0.027
STK33	Ciliated cell_IPF	0	4.07078706358012	0	0.587	0.051
TTC26	Ciliated cell_IPF	0	4.06828713732838	0	0.333	0.027
C17orf97	Ciliated cell_IPF	0	4.0662183268961	0	0.632	0.054
FHAD1	Ciliated cell_IPF	0	4.06448152927513	0	0.534	0.043
NME5	Ciliated cell_IPF	0	4.06129408825347	0	0.726	0.072
DZIP1L	Ciliated cell_IPF	0	4.0484540560509	0	0.326	0.026
TSNAXIP1	Ciliated cell_IPF	0	4.03968288427327	0	0.313	0.021
FAM47E	Ciliated cell_IPF	0	4.03512160195088	0	0.293	0.024
MRLN	Ciliated cell_IPF	0	4.02972373567257	0	0.343	0.022
C20orf96	Ciliated cell_IPF	0	4.0288502703555	0	0.528	0.051
BAIAP3	Ciliated cell_IPF	0	4.02635797167198	0	0.293	0.023
CDS1	Ciliated cell_IPF	0	4.0213588320412	0	0.685	0.087
DNAAF4	Ciliated cell_IPF	0	4.01405321035469	0	0.457	0.03
AGBL2	Ciliated cell_IPF	0	4.01078377680286	0	0.286	0.022
GAS2L2	Ciliated cell_IPF	0	3.99743493935132	0	0.279	0.019
CENPM	Ciliated cell_IPF	0	3.98570672440348	0	0.625	0.062
FSD1L	Ciliated cell_IPF	0	3.97835327858934	0	0.286	0.026
IQCG	Ciliated cell_IPF	0	3.97409287810519	0	0.695	0.075
CFAP44	Ciliated cell_IPF	0	3.96212496822582	0	0.323	0.03
SMKR1	Ciliated cell_IPF	0	3.94918848969195	0	0.267	0.021
TCTEX1D1	Ciliated cell_IPF	0	3.94615791775688	0	0.577	0.046
CFAP46	Ciliated cell_IPF	0	3.93973516968145	0	0.333	0.025
CFAP70	Ciliated cell_IPF	0	3.93887283929425	0	0.509	0.042
CFAP54	Ciliated cell_IPF	0	3.93762411425945	0	0.257	0.019
B9D1	Ciliated cell_IPF	0	3.92712758666756	0	0.737	0.093
CCDC114	Ciliated cell_IPF	0	3.92319333094418	0	0.488	0.04
DNAH2	Ciliated cell_IPF	0	3.92222267527913	0	0.319	0.025
CFAP157	Ciliated cell_IPF	0	3.91756761251152	0	0.799	0.076
WDR66	Ciliated cell_IPF	0	3.91081694835764	0	0.565	0.053
GSTA2	Ciliated cell_IPF	0	3.89772717861385	0	0.434	0.078
SPA17	Ciliated cell_IPF	0	3.89539153244206	0	0.778	0.096
DTHD1	Ciliated cell_IPF	0	3.89531712443464	0	0.407	0.027
ANKUB1	Ciliated cell_IPF	0	3.89484908062368	0	0.378	0.031
DZIP3	Ciliated cell_IPF	0	3.8942338081264	0	0.63	0.068
TNFAIP8L1	Ciliated cell_IPF	0	3.89301377470601	0	0.593	0.062
FBXO36	Ciliated cell_IPF	0	3.88615612443489	0	0.258	0.026
CAPS2	Ciliated cell_IPF	0	3.8712861290234	0	0.257	0.023
CCDC40	Ciliated cell_IPF	0	3.86889175021938	0	0.325	0.03
MAPK15	Ciliated cell_IPF	0	3.86838556553499	0	0.542	0.047
CFAP69	Ciliated cell_IPF	0	3.85964839033828	0	0.271	0.024
NEK10	Ciliated cell_IPF	0	3.85753444402324	0	0.448	0.037
C16orf46	Ciliated cell_IPF	0	3.85490107489826	0	0.305	0.028
RFX3	Ciliated cell_IPF	0	3.84766519950657	0	0.52	0.061
RABL2B	Ciliated cell_IPF	0	3.84704088394986	0	0.722	0.09
PLEKHB1	Ciliated cell_IPF	0	3.84485665546924	0	0.493	0.048
PRUNE2	Ciliated cell_IPF	0	3.84392217119074	0	0.265	0.026
KLHDC9	Ciliated cell_IPF	0	3.83289734851433	0	0.533	0.06
CFAP100	Ciliated cell_IPF	0	3.83207881982074	0	0.404	0.035
VWA3A	Ciliated cell_IPF	0	3.81904571776713	0	0.314	0.024
C2orf81	Ciliated cell_IPF	0	3.81739608383746	0	0.312	0.03
NPHP1	Ciliated cell_IPF	0	3.81736064598451	0	0.535	0.059
CEP126	Ciliated cell_IPF	0	3.81487515196756	0	0.636	0.067
KIAA1211L	Ciliated cell_IPF	0	3.8135502235635	0	0.434	0.046
RABL2A	Ciliated cell_IPF	0	3.80778635366462	0	0.516	0.051
ENDOG	Ciliated cell_IPF	0	3.80652932864433	0	0.662	0.09
CFAP65	Ciliated cell_IPF	0	3.80624201605838	0	0.408	0.038
CCDC157	Ciliated cell_IPF	0	3.8056279430039	0	0.355	0.033
CCDC191	Ciliated cell_IPF	0	3.79091544440574	0	0.366	0.036
DEGS2	Ciliated cell_IPF	0	3.79086904532875	0	0.51	0.063
HBB	Ciliated cell_IPF	0	3.78397796527935	0	0.286	0.033
CCDC30	Ciliated cell_IPF	0	3.78322260450612	0	0.47	0.041
CFAP298	Ciliated cell_IPF	0	3.77886648554798	0	0.609	0.085
DLEC1	Ciliated cell_IPF	0	3.77602957540031	0	0.406	0.036
TMEM45B	Ciliated cell_IPF	0	3.77550318483418	0	0.349	0.036
NEK11	Ciliated cell_IPF	0	3.7721583343806	0	0.384	0.04
METTL27	Ciliated cell_IPF	0	3.7564622502461	0	0.349	0.04
CC2D2A	Ciliated cell_IPF	0	3.75585422582763	0	0.478	0.058
WDR49	Ciliated cell_IPF	0	3.75348136810078	0	0.298	0.029
TRAF3IP1	Ciliated cell_IPF	0	3.74303807690298	0	0.447	0.055
DOC2A	Ciliated cell_IPF	0	3.73933241989838	0	0.301	0.028
MOK	Ciliated cell_IPF	0	3.73091494157166	0	0.511	0.058
ZNF487	Ciliated cell_IPF	0	3.72699994767496	0	0.4	0.044
OSBPL6	Ciliated cell_IPF	0	3.72179784581897	0	0.393	0.039
CCDC60	Ciliated cell_IPF	0	3.70821078697648	0	0.272	0.031
CCDC189	Ciliated cell_IPF	0	3.68766614195002	0	0.528	0.054
LRWD1	Ciliated cell_IPF	0	3.68466408081765	0	0.47	0.055
PIP	Ciliated cell_IPF	0	3.68410484749089	0	0.453	0.07
DYNC2H1	Ciliated cell_IPF	0	3.67782881294688	0	0.515	0.064
ZDHHC1	Ciliated cell_IPF	0	3.67666630272129	0	0.511	0.066
ANKMY1	Ciliated cell_IPF	0	3.67477809804331	0	0.332	0.035
CES4A	Ciliated cell_IPF	0	3.67060171451935	0	0.456	0.052
TP73	Ciliated cell_IPF	0	3.66354363181078	0	0.272	0.028
RP1	Ciliated cell_IPF	0	3.65478598795737	0	0.563	0.055
IQCK	Ciliated cell_IPF	0	3.64831444207861	0	0.536	0.069
SPATA33	Ciliated cell_IPF	0	3.64344849678623	0	0.597	0.071
TMEM67	Ciliated cell_IPF	0	3.63501903893748	0	0.456	0.047
SLFN13	Ciliated cell_IPF	0	3.63467372808034	0	0.378	0.042
IFT46	Ciliated cell_IPF	0	3.61369703959705	0	0.465	0.063
IFT172	Ciliated cell_IPF	0	3.58822723232067	0	0.495	0.07
MORN1	Ciliated cell_IPF	0	3.58783170663684	0	0.283	0.028
TSGA10	Ciliated cell_IPF	0	3.57657247568603	0	0.409	0.048
DENND6B	Ciliated cell_IPF	0	3.57244297114418	0	0.518	0.066
MUC12	Ciliated cell_IPF	0	3.56644366635355	0	0.371	0.05
LRRC49	Ciliated cell_IPF	0	3.5482131986489	0	0.283	0.033
TTC21A	Ciliated cell_IPF	0	3.54378920551794	0	0.37	0.043
METRN	Ciliated cell_IPF	0	3.52559348013423	0	0.59	0.094
FTO	Ciliated cell_IPF	0	3.51879765689768	0	0.425	0.089
MAP1A	Ciliated cell_IPF	0	3.51812590238703	0	0.431	0.049
GAS8	Ciliated cell_IPF	0	3.51119766726667	0	0.359	0.047
MUC15	Ciliated cell_IPF	0	3.5108971120585	0	0.447	0.053
BCO2	Ciliated cell_IPF	0	3.51048088985777	0	0.316	0.035
MAPRE3	Ciliated cell_IPF	0	3.50376713113626	0	0.543	0.075
NAT14	Ciliated cell_IPF	0	3.4974722671576	0	0.45	0.062
IFT88	Ciliated cell_IPF	0	3.49423353614557	0	0.441	0.056
C15orf65	Ciliated cell_IPF	0	3.49412981444315	0	0.354	0.044
DNAL1	Ciliated cell_IPF	0	3.4807030479027	0	0.508	0.073
FUZ	Ciliated cell_IPF	0	3.47852536148795	0	0.555	0.087
IFT140	Ciliated cell_IPF	0	3.47337910665738	0	0.253	0.03
SLC27A2	Ciliated cell_IPF	0	3.4688215188786	0	0.334	0.042
FBXW9	Ciliated cell_IPF	0	3.46871051186666	0	0.36	0.047
SPAG1	Ciliated cell_IPF	0	3.46208339307059	0	0.456	0.065
WDR90	Ciliated cell_IPF	0	3.45363017948585	0	0.299	0.037
RPGRIP1L	Ciliated cell_IPF	0	3.44266474013432	0	0.262	0.034
TEX9	Ciliated cell_IPF	0	3.43661904150375	0	0.426	0.059
NSUN7	Ciliated cell_IPF	0	3.42906150868316	0	0.262	0.031
IQCA1	Ciliated cell_IPF	0	3.42794781483789	0	0.422	0.058
HAGHL	Ciliated cell_IPF	0	3.40844868664843	0	0.426	0.067
AK9	Ciliated cell_IPF	0	3.40272808990728	0	0.436	0.053
MDM1	Ciliated cell_IPF	0	3.40213968036469	0	0.259	0.036
SMIM5	Ciliated cell_IPF	0	3.39887800532097	0	0.303	0.038
CSPP1	Ciliated cell_IPF	0	3.39372546209392	0	0.489	0.073
IFT81	Ciliated cell_IPF	0	3.39337523785612	0	0.386	0.055
PAIP2B	Ciliated cell_IPF	0	3.38424817341575	0	0.258	0.038
LZTFL1	Ciliated cell_IPF	0	3.37578410488005	0	0.428	0.065
KIF21A	Ciliated cell_IPF	0	3.37266884774536	0	0.569	0.095
RBKS	Ciliated cell_IPF	0	3.37178946728213	0	0.268	0.036
UBE3D	Ciliated cell_IPF	0	3.3644941269509	0	0.259	0.035
ENKD1	Ciliated cell_IPF	0	3.36031098381734	0	0.396	0.06
B9D2	Ciliated cell_IPF	0	3.35546821015476	0	0.519	0.082
PPOX	Ciliated cell_IPF	0	3.33392868789493	0	0.433	0.061
EPB41L4B	Ciliated cell_IPF	0	3.3180697468608	0	0.259	0.038
RHPN2	Ciliated cell_IPF	0	3.31381007733792	0	0.277	0.043
ENPP5	Ciliated cell_IPF	0	3.30850387846244	0	0.268	0.04
LRRC61	Ciliated cell_IPF	0	3.30516728920585	0	0.369	0.061
WRAP53	Ciliated cell_IPF	0	3.29780154993844	0	0.266	0.036
LCA5	Ciliated cell_IPF	0	3.29519558654077	0	0.333	0.054
NBEA	Ciliated cell_IPF	0	3.29376223043236	0	0.258	0.04
PROM1	Ciliated cell_IPF	0	3.28963731673754	0	0.462	0.078
SPATA6	Ciliated cell_IPF	0	3.28623906724893	0	0.363	0.057
RSPH3	Ciliated cell_IPF	0	3.27721703189249	0	0.448	0.084
ZNHIT2	Ciliated cell_IPF	0	3.25386489139646	0	0.385	0.059
EFCAB2	Ciliated cell_IPF	0	3.25340922654358	0	0.468	0.075
NAT1	Ciliated cell_IPF	0	3.23988771576446	0	0.251	0.037
PITPNM1	Ciliated cell_IPF	0	3.23772899849783	0	0.355	0.058
HSD11B1L	Ciliated cell_IPF	0	3.23532027823141	0	0.395	0.067
TJP3	Ciliated cell_IPF	0	3.2269783236795	0	0.433	0.068
PRSS12	Ciliated cell_IPF	0	3.22694985169066	0	0.301	0.047
RHPN1	Ciliated cell_IPF	0	3.21390290186815	0	0.421	0.06
MAGIX	Ciliated cell_IPF	0	3.20355556827618	0	0.338	0.052
UNC119B	Ciliated cell_IPF	0	3.20241967545218	0	0.287	0.041
KIAA1841	Ciliated cell_IPF	0	3.1974188428562	0	0.257	0.04
CFAP410	Ciliated cell_IPF	0	3.19525851120607	0	0.334	0.048
STPG1	Ciliated cell_IPF	0	3.19078481059008	0	0.251	0.037
MRNIP	Ciliated cell_IPF	0	3.18405553431082	0	0.272	0.029
LRRC45	Ciliated cell_IPF	0	3.17918176453931	0	0.324	0.051
SMPD2	Ciliated cell_IPF	0	3.17807847592798	0	0.402	0.071
DUSP18	Ciliated cell_IPF	0	3.17575869242074	0	0.385	0.062
RFX2	Ciliated cell_IPF	0	3.17574022461153	0	0.524	0.095
KIF3A	Ciliated cell_IPF	0	3.1717817977426	0	0.392	0.064
MAP9	Ciliated cell_IPF	0	3.17064425042858	0	0.461	0.078
IFT80	Ciliated cell_IPF	0	3.12059532193787	0	0.268	0.043
PCYT2	Ciliated cell_IPF	0	3.120592121	0	0.415	0.077
IQCE	Ciliated cell_IPF	0	3.11508570815291	0	0.281	0.047
CCDC24	Ciliated cell_IPF	0	3.11151349261899	0	0.383	0.061
