gene	cluster	p_val	avg_log2FC	p_val_adj	pct.1	pct.2
TMEM204	Ionocyte cell_IPF	9.09782042250469e-154	3.38685495260724	2.21795764080242e-149	0.355	0.035
ADAMTS9	Ionocyte cell_IPF	7.42738896381037e-152	2.51775777973751	1.81072315548733e-147	0.421	0.048
TSPAN5	Ionocyte cell_IPF	4.50609055097477e-150	3.85702315927997	1.09853981542214e-145	0.36	0.038
GLT8D2	Ionocyte cell_IPF	7.79248749971014e-147	3.3456914630406	1.89973052755434e-142	0.331	0.032
AFAP1L1	Ionocyte cell_IPF	8.81619646767287e-144	4.25067152244999	2.14930053685397e-139	0.256	0.02
STXBP6	Ionocyte cell_IPF	1.94089438038349e-140	3.41787720528257	4.7317064099369e-136	0.364	0.041
TSPAN7	Ionocyte cell_IPF	3.33296578729245e-140	2.83860819106159	8.12543729284027e-136	0.388	0.045
CD36	Ionocyte cell_IPF	7.27287658749143e-138	3.24230860933952	1.77305458326454e-133	0.442	0.06
TNXB	Ionocyte cell_IPF	1.37919340890499e-135	3.48128506745672	3.36233561156946e-131	0.368	0.043
COX7A1	Ionocyte cell_IPF	3.41185029978449e-130	3.3006737895353	8.31774984584461e-126	0.401	0.052
DKK3	Ionocyte cell_IPF	5.32335995585097e-127	2.96084779249694	1.29778192363691e-122	0.533	0.093
F8	Ionocyte cell_IPF	2.56962642363384e-126	3.58583240866808	6.26449225817693e-122	0.372	0.047
MAF	Ionocyte cell_IPF	3.98530244659184e-125	3.42517172912473	9.71576883454624e-121	0.512	0.091
SEMA3A	Ionocyte cell_IPF	1.32094055403557e-121	4.27994321776604	3.2203209766833e-117	0.281	0.028
NID1	Ionocyte cell_IPF	3.80342688785116e-119	3.81948013519781	9.27237440989235e-115	0.26	0.025
EPB41L2	Ionocyte cell_IPF	2.62756958063105e-116	3.48849034444034	6.40575188062043e-112	0.45	0.074
CTHRC1	Ionocyte cell_IPF	7.49050087426107e-113	1.91005310540216	1.82610920813611e-108	0.326	0.039
TMEM255B	Ionocyte cell_IPF	2.16993343854166e-111	3.20596875853294	5.2900807298207e-107	0.355	0.048
GIMAP4	Ionocyte cell_IPF	1.37300968227215e-106	2.66827636234989	3.34726030441128e-102	0.438	0.072
PLAT	Ionocyte cell_IPF	3.92391499657903e-105	3.24873219272036	9.56611237016001e-101	0.372	0.054
FSCN1	Ionocyte cell_IPF	1.38436084817766e-104	3.26292934196487	3.37493331177233e-100	0.417	0.069
SPHK1	Ionocyte cell_IPF	6.30389653514338e-103	3.56201919317469	1.53682693630261e-98	0.331	0.045
RASIP1	Ionocyte cell_IPF	2.75269226838047e-102	3.40652215888685	6.71078848108476e-98	0.269	0.03
PLSCR4	Ionocyte cell_IPF	6.68134291910521e-102	3.37841640708203	1.62884459024866e-97	0.393	0.063
MAP4K2	Ionocyte cell_IPF	1.71684342524192e-100	3.46963490195263	4.18549258639727e-96	0.252	0.027
MYCT1	Ionocyte cell_IPF	1.71935622775582e-98	2.97093201757352	4.19161854764592e-94	0.388	0.062
SMTN	Ionocyte cell_IPF	1.02318521364813e-95	2.96785705049254	2.49442323235277e-91	0.318	0.043
PDLIM3	Ionocyte cell_IPF	2.2283511597472e-92	2.23135734921972	5.43249729234771e-88	0.479	0.094
ELN	Ionocyte cell_IPF	4.43876948728681e-89	2.22842021718623	1.08212761330565e-84	0.347	0.054
MSRB3	Ionocyte cell_IPF	1.47093037612484e-88	2.85431302177493	3.58598116395474e-84	0.364	0.06
ABI3BP	Ionocyte cell_IPF	6.87557671202192e-87	2.72433373701122	1.67619684662382e-82	0.298	0.041
FHL1	Ionocyte cell_IPF	3.11467992598883e-86	2.18915990004826	7.59327819156816e-82	0.467	0.096
RCSD1	Ionocyte cell_IPF	5.95488269992814e-85	2.98459575510928	1.45174085341548e-80	0.264	0.034
RP11-14N7.2	Ionocyte cell_IPF	7.67550707683189e-83	3.8936948089458	1.87121187026085e-78	0.252	0.032
PODXL	Ionocyte cell_IPF	4.84306332694299e-81	3.09280537589603	1.18069040847543e-76	0.347	0.06
CDKN2C	Ionocyte cell_IPF	7.86671952851184e-80	3.48230270637664	1.9178275538559e-75	0.351	0.062
IPO11	Ionocyte cell_IPF	4.45527160139179e-77	2.81573683049969	1.0861506637033e-72	0.409	0.084
FAM84A	Ionocyte cell_IPF	1.14826439912256e-73	3.20923172861703	2.79935377862089e-69	0.314	0.053
RAMP3	Ionocyte cell_IPF	2.99916970149973e-71	1.84560750554186	7.31167581528619e-67	0.277	0.041
HHEX	Ionocyte cell_IPF	3.52792226006674e-70	3.37300433994577	8.60072167781671e-66	0.256	0.038
ICAM2	Ionocyte cell_IPF	3.303602976018e-69	2.33214331593962	8.05385369523428e-65	0.351	0.067
ACVRL1	Ionocyte cell_IPF	1.92017531259562e-68	2.7576750878366	4.68119539457687e-64	0.298	0.051
RASGRP3	Ionocyte cell_IPF	1.97555934154466e-68	3.2154927982895	4.81621611875174e-64	0.302	0.053
COLEC12	Ionocyte cell_IPF	7.59382903872343e-67	3.1182379524313	1.85129958135039e-62	0.298	0.052
DBN1	Ionocyte cell_IPF	1.19289669835711e-65	3.05557180494373	2.90816286092479e-61	0.285	0.049
GGT5	Ionocyte cell_IPF	4.13941154640358e-65	2.62096204415499	1.00914714089773e-60	0.388	0.086
COL4A2	Ionocyte cell_IPF	1.2156136834887e-63	2.42565397190347	2.96354459897711e-59	0.285	0.049
LRRC1	Ionocyte cell_IPF	5.06650787670208e-60	2.84073000630092	1.2351639552612e-55	0.322	0.065
CNTNAP3B	Ionocyte cell_IPF	1.9784454069511e-59	3.00940262037978	4.82325205760609e-55	0.277	0.05
CLIC2	Ionocyte cell_IPF	1.23461864606092e-58	2.76095049802461	3.00987679723191e-54	0.314	0.063
SOCS2	Ionocyte cell_IPF	2.82228190635056e-57	2.60185803704453	6.88044105949203e-53	0.384	0.093
COL6A2	Ionocyte cell_IPF	2.02259049927582e-54	0.682627328632897	4.93087337818452e-50	0.364	0.079
COL4A1	Ionocyte cell_IPF	2.31517332700285e-54	2.25310106014128	5.64416105390025e-50	0.269	0.049
LINC00152	Ionocyte cell_IPF	3.51322224088083e-54	2.16314393792094	8.56488450104337e-50	0.384	0.097
APOL3	Ionocyte cell_IPF	4.69830583988797e-53	2.39004839205097	1.14539998070629e-48	0.306	0.063
EHD2	Ionocyte cell_IPF	5.6310032531435e-53	2.47612735490628	1.37278228308385e-48	0.351	0.084
CHST15	Ionocyte cell_IPF	8.03243040413927e-52	2.93732085946653	1.95822620822511e-47	0.289	0.06
FAM43A	Ionocyte cell_IPF	4.94338434376083e-50	2.75244257399684	1.20514766916545e-45	0.264	0.052
MEF2C	Ionocyte cell_IPF	5.44048373200478e-49	2.38453062037726	1.32633552902544e-44	0.355	0.089
SGCE	Ionocyte cell_IPF	3.89269509995614e-48	2.15005884229055	9.49000138418307e-44	0.36	0.091
OAF	Ionocyte cell_IPF	3.91834475004947e-47	2.73629556340973	9.55253266614559e-43	0.289	0.065
SNTB2	Ionocyte cell_IPF	1.15878322444784e-46	2.24375620126355	2.82499762288139e-42	0.368	0.099
ITGA5	Ionocyte cell_IPF	1.97776628588416e-46	2.77997946590813	4.82159642835699e-42	0.269	0.057
SMAD1	Ionocyte cell_IPF	2.3474219995535e-46	3.04729388960853	5.72278009271148e-42	0.298	0.07
SMAGP	Ionocyte cell_IPF	1.38448450508393e-45	2.25976344463726	3.37523477494412e-41	0.36	0.097
SEPN1	Ionocyte cell_IPF	7.63851301172953e-45	2.78258332756577	1.86219308712954e-40	0.306	0.075
FGL2	Ionocyte cell_IPF	1.8209895889271e-44	2.57040137783145	4.43939051884538e-40	0.269	0.058
ITGA6	Ionocyte cell_IPF	2.96225994249468e-44	2.72230186863688	7.22169351380777e-40	0.293	0.07
BGN	Ionocyte cell_IPF	1.0229100206673e-42	0.951723148387227	2.4937523393848e-38	0.289	0.064
PIEZO1	Ionocyte cell_IPF	7.35910642013209e-42	2.78797716981189	1.794076554164e-37	0.252	0.055
CREB5	Ionocyte cell_IPF	1.11790933566418e-41	2.30212524576776	2.7253511694157e-37	0.302	0.075
UNC5B	Ionocyte cell_IPF	2.25501986719291e-40	2.54056755533361	5.49751293422959e-36	0.252	0.057
CFL2	Ionocyte cell_IPF	1.89372562590225e-39	2.23267571771765	4.6167137033871e-35	0.339	0.097
PTPN14	Ionocyte cell_IPF	6.11319294980216e-39	2.43918674831787	1.49033530923227e-34	0.293	0.075
SLC38A1	Ionocyte cell_IPF	1.07727940896539e-38	1.92784415084599	2.62629947111671e-34	0.314	0.084
EFNA5	Ionocyte cell_IPF	3.70739667041719e-38	2.44139286801915	9.03826234281008e-34	0.302	0.08
DOCK5	Ionocyte cell_IPF	2.54176735753416e-37	2.46682167362987	6.19657464093253e-33	0.289	0.077
LMO2	Ionocyte cell_IPF	1.62786357846844e-35	2.48067069986358	3.96856861794821e-31	0.331	0.099
DOCK9	Ionocyte cell_IPF	5.2047754984563e-32	2.20297699145704	1.26887221876866e-27	0.269	0.073
DPYSL3	Ionocyte cell_IPF	4.7107566350885e-31	2.40052998800706	1.14843536006823e-26	0.281	0.081
SNCA	Ionocyte cell_IPF	1.40308158609217e-30	2.10322183715762	3.4205725987341e-26	0.281	0.082
ABCG1	Ionocyte cell_IPF	3.15422406484869e-30	1.96192357272388	7.68968284769462e-26	0.298	0.09
INSIG2	Ionocyte cell_IPF	6.198778525584e-30	2.28170921957477	1.51120021675212e-25	0.306	0.099
COL18A1	Ionocyte cell_IPF	2.55716235743662e-29	2.08408598525219	6.23410611119474e-25	0.298	0.093
ITPRIP	Ionocyte cell_IPF	4.64138954314791e-29	2.00151744327904	1.13152435672403e-24	0.26	0.074
PRKCH	Ionocyte cell_IPF	3.95994727329845e-28	1.62422720696089	9.65395545757429e-24	0.281	0.085
DMTN	Ionocyte cell_IPF	4.40824767067975e-28	2.21738384511599	1.07468669963502e-23	0.256	0.073
NXN	Ionocyte cell_IPF	4.93774536165959e-28	2.0823388167095	1.20377294171899e-23	0.285	0.09
BCAR1	Ionocyte cell_IPF	9.65658679842642e-28	2.24429715203955	2.35417929558838e-23	0.277	0.085
FGFR1	Ionocyte cell_IPF	5.86332570499816e-27	1.86087141483247	1.4294201736215e-22	0.273	0.083
GALNT18	Ionocyte cell_IPF	8.38355783670658e-27	2.0397365320396	2.0438275650107e-22	0.273	0.085
SIRPA	Ionocyte cell_IPF	1.92611583852015e-25	2.12796027893082	4.69567780272827e-21	0.256	0.08
WFS1	Ionocyte cell_IPF	5.71094328214279e-23	2.01538414770347	1.39227086275359e-18	0.277	0.095
ITM2A	Ionocyte cell_IPF	2.41784345321386e-21	0.975495852881281	5.89446055459007e-17	0.26	0.084
MRC1	Ionocyte cell_IPF	6.02505730352977e-21	0.845804285162897	1.46884872002752e-16	0.264	0.087
LYRM5	Ionocyte cell_IPF	1.89069760506382e-20	1.79417929321832	4.6093316913851e-16	0.264	0.095
YES1	Ionocyte cell_IPF	1.99282430314641e-19	1.88148528914988	4.85830636864063e-15	0.252	0.09
C10orf10	Ionocyte cell_IPF	8.42502038162203e-19	1.07437748029564	2.05393571883564e-14	0.26	0.093
ABHD17B	Ionocyte cell_IPF	1.08225798690347e-16	1.6396880728927	2.63843674627196e-12	0.256	0.099
SH3BGRL2	Ionocyte cell_IPF	1.35829053364202e-16	1.80296680736418	3.31137649196587e-12	0.252	0.099
KRT6A	Basal cell_IPF	0	1.3913605527017	0	0.354	0.065
KRT17	Basal cell_IPF	0	1.87756939188728	0	0.352	0.073
PTTG1	Basal cell_IPF	0	2.11979243630575	0	0.317	0.052
IGFBP5	Basal cell_IPF	0	2.01936388456731	0	0.396	0.042
KRT19	Basal cell_IPF	0	3.02626310804123	0	0.376	0.054
S100A14	Basal cell_IPF	0	2.07756939188728	0	0.552	0.081
RND3	Basal cell_IPF	0	2.26913363232798	0	0.437	0.086
WFDC2	Type II pneumocyte_IPF	0	3.06334799654729	0	0.398	0.043
KRT19	Type II pneumocyte_IPF	0	2.169429484	0	0.303	0.054
NFKBIA	Basal cell_IPF	0	1.81400647663354	0	0.354	0.063
FN1	Basal cell_IPF	0	1.92374216241998	0	0.484	0.074
BIRC3	Basal cell_IPF	0	6.83380934119747	0	0.395	0.031
FOS	Basal cell_IPF	0	1.52374216241998	0	0.444	0.094
JUN	Basal cell_IPF	0	1.59058497480837	0	0.292	0.056
CYBA	Basal cell_IPF	0	1.75968820418786	0	0.297	0.085
HMOX1	Basal cell_IPF	0	1.90058497480837	0	0.332	0.076
ITGA3	Type II pneumocyte_IPF	0	2.47989057198834	0	0.429	0.032
NFKBIA	Type II pneumocyte_IPF	0	4.12179441065971	0	0.406	0.026
FN1	Type II pneumocyte_IPF	0	3.569429484	0	0.355	0.024
BIRC3	Type II pneumocyte_IPF	0	2.01248983899505	0	0.395	0.039
